 YY XX    OLR1   U8501    OLR2   U8502    OLR3    U8503   OLR4   U8504
 18 16  0.0014  0.0024  0.0019 -0.0075  0.0072 -0.0024  0.0028 -0.0025
 18 17  0.0021  0.0032  0.0044 -0.0043  0.0061 -0.0034  0.0049 -0.0011
 18 18  0.0016  0.0033  0.0046  0.0005  0.0059 -0.0044  0.0050  0.0012
 18 19  0.0011  0.0027  0.0040  0.0047  0.0071 -0.0046  0.0058  0.0033
 18 20  0.0001  0.0019  0.0023  0.0066  0.0070 -0.0042  0.0046  0.0042
 18 21 -0.0012  0.0015  0.0025  0.0063  0.0093 -0.0041  0.0031  0.0042
 18 22 -0.0021  0.0019  0.0009  0.0050  0.0084 -0.0043  0.0007  0.0036
 18 23 -0.0012  0.0029  0.0002  0.0042  0.0060 -0.0044  0.0008  0.0027
 18 24 -0.0025  0.0036  0.0009  0.0040  0.0058 -0.0037  0.0002  0.0020
 18 25 -0.0021  0.0031  0.0003  0.0040  0.0056 -0.0021 -0.0003  0.0023
 18 26 -0.0021  0.0011  0.0000  0.0037  0.0065 -0.0006  0.0003  0.0035
 18 27 -0.0015 -0.0009 -0.0013  0.0036  0.0047 -0.0003  0.0019  0.0042
 18 28 -0.0041 -0.0006 -0.0019  0.0048  0.0056 -0.0021  0.0051  0.0026
 18 29 -0.0052  0.0029 -0.0034  0.0076  0.0063 -0.0062  0.0080 -0.0018
 18 30 -0.0066  0.0088 -0.0041  0.0113  0.0067 -0.0123  0.0099 -0.0073
 18 31 -0.0087  0.0148 -0.0069  0.0148  0.0101 -0.0194  0.0103 -0.0117
 18 32 -0.0098  0.0194 -0.0111  0.0178  0.0132 -0.0270  0.0068 -0.0137
 18 33 -0.0095  0.0227 -0.0141  0.0214  0.0139 -0.0346  0.0052 -0.0141
 18 34 -0.0079  0.0262 -0.0159  0.0275  0.0142 -0.0423  0.0000 -0.0144
 18 35 -0.0064  0.0307 -0.0143  0.0365  0.0121 -0.0497 -0.0054 -0.0150
 18 36 -0.0061  0.0357 -0.0132  0.0470  0.0088 -0.0562 -0.0084 -0.0153
 18 37 -0.0074  0.0398 -0.0109  0.0568  0.0074 -0.0604 -0.0128 -0.0139
 18 38 -0.0052  0.0420 -0.0088  0.0644  0.0038 -0.0617 -0.0152 -0.0099
 18 39 -0.0031  0.0420 -0.0046  0.0696 -0.0011 -0.0602 -0.0193 -0.0033
 18 40 -0.0012  0.0404 -0.0012  0.0728 -0.0035 -0.0566 -0.0234  0.0054
 18 41 -0.0017  0.0380 -0.0002  0.0742 -0.0060 -0.0520 -0.0255  0.0148
 18 42 -0.0012  0.0351  0.0015  0.0737 -0.0073 -0.0471 -0.0266  0.0238
 18 43 -0.0012  0.0319  0.0025  0.0711 -0.0072 -0.0422 -0.0277  0.0319
 18 44  0.0002  0.0285  0.0035  0.0668 -0.0070 -0.0375 -0.0271  0.0392
 18 45  0.0023  0.0248  0.0035  0.0608 -0.0047 -0.0325 -0.0267  0.0455
 18 46  0.0038  0.0205  0.0039  0.0532 -0.0033 -0.0273 -0.0270  0.0503
 18 47  0.0058  0.0158  0.0044  0.0443 -0.0018 -0.0222 -0.0268  0.0527
 18 48  0.0079  0.0109  0.0058  0.0350 -0.0012 -0.0179 -0.0261  0.0526
 18 49  0.0086  0.0061  0.0067  0.0268 -0.0003 -0.0149 -0.0257  0.0510
 19  1 -0.0007 -0.0044  0.0024  0.0066  0.0051  0.0007  0.0042  0.0071
 19  2 -0.0005 -0.0038  0.0039  0.0058  0.0065  0.0000  0.0051  0.0058
 19  3 -0.0012 -0.0030  0.0047  0.0039  0.0063 -0.0007  0.0068  0.0037
 19  4 -0.0026 -0.0020  0.0079  0.0011  0.0057 -0.0009  0.0078  0.0015
 19  5 -0.0018 -0.0007  0.0081 -0.0021  0.0046 -0.0005  0.0089 -0.0002
 19  6 -0.0007  0.0008  0.0062 -0.0048  0.0048  0.0004  0.0069 -0.0010
 19  7  0.0002  0.0021  0.0056 -0.0064  0.0054  0.0014  0.0062 -0.0011
 19  8 -0.0002  0.0026  0.0055 -0.0068  0.0052  0.0019  0.0051 -0.0008
 19  9 -0.0010  0.0021  0.0056 -0.0064  0.0047  0.0017  0.0040 -0.0006
 19 10 -0.0010  0.0009  0.0052 -0.0054  0.0041  0.0004  0.0031 -0.0007
 19 11 -0.0022 -0.0004  0.0060 -0.0041  0.0040 -0.0014  0.0046 -0.0008
 19 12 -0.0028 -0.0009  0.0062 -0.0030  0.0038 -0.0031  0.0050 -0.0011
 19 13 -0.0021 -0.0006  0.0058 -0.0026  0.0058 -0.0040  0.0051 -0.0018
 19 14 -0.0007  0.0006  0.0065 -0.0028  0.0079 -0.0040  0.0047 -0.0028
 19 15  0.0002  0.0021  0.0049 -0.0027  0.0048 -0.0034  0.0003 -0.0035
 19 16  0.0008  0.0036  0.0042 -0.0015  0.0037 -0.0029  0.0009 -0.0032
 19 17  0.0013  0.0046  0.0061  0.0011  0.0033 -0.0026  0.0032 -0.0017
 19 18  0.0013  0.0049  0.0058  0.0038  0.0040 -0.0025  0.0035  0.0004
 19 19  0.0015  0.0046  0.0048  0.0053  0.0030 -0.0025  0.0047  0.0020
 19 20  0.0008  0.0038  0.0034  0.0052  0.0029 -0.0024  0.0025  0.0028
 19 21  0.0006  0.0031  0.0024  0.0043  0.0024 -0.0021  0.0009  0.0028
 19 22 -0.0004  0.0030  0.0016  0.0038  0.0040 -0.0016 -0.0008  0.0022
 19 23 -0.0006  0.0035  0.0012  0.0041  0.0038 -0.0009 -0.0022  0.0013
 19 24 -0.0005  0.0044  0.0010  0.0044  0.0036 -0.0002 -0.0010  0.0005
 19 25  0.0000  0.0046  0.0004  0.0037  0.0017  0.0000  0.0002  0.0007
 19 26 -0.0002  0.0038  0.0003  0.0020  0.0015 -0.0007  0.0001  0.0019
 19 27 -0.0008  0.0021  0.0010  0.0005  0.0002 -0.0022  0.0017  0.0034
 19 28 -0.0010  0.0008  0.0007  0.0007 -0.0012 -0.0041  0.0036  0.0037
 19 29 -0.0018  0.0010  0.0001  0.0032 -0.0009 -0.0064  0.0057  0.0019
 19 30 -0.0027  0.0028 -0.0009  0.0072 -0.0014 -0.0090  0.0072 -0.0012
 19 31 -0.0047  0.0054 -0.0051  0.0111 -0.0007 -0.0123  0.0091 -0.0043
 19 32 -0.0058  0.0077 -0.0080  0.0143  0.0012 -0.0161  0.0099 -0.0067
 19 33 -0.0060  0.0097 -0.0113  0.0175  0.0051 -0.0202  0.0087 -0.0092
 19 34 -0.0055  0.0120 -0.0137  0.0222  0.0065 -0.0245  0.0076 -0.0128
 19 35 -0.0032  0.0151 -0.0138  0.0288  0.0075 -0.0290  0.0075 -0.0175
 19 36 -0.0026  0.0187 -0.0135  0.0361  0.0089 -0.0332  0.0038 -0.0223
 19 37 -0.0035  0.0219 -0.0132  0.0425  0.0076 -0.0367  0.0011 -0.0255
 19 38 -0.0042  0.0238 -0.0126  0.0470  0.0061 -0.0389 -0.0026 -0.0260
 19 39 -0.0033  0.0244 -0.0116  0.0501  0.0061 -0.0394 -0.0060 -0.0237
 19 40 -0.0020  0.0240 -0.0081  0.0529  0.0023 -0.0386 -0.0105 -0.0195
 19 41 -0.0028  0.0235 -0.0069  0.0561  0.0002 -0.0370 -0.0120 -0.0141
 19 42 -0.0037  0.0233 -0.0067  0.0594 -0.0036 -0.0351 -0.0150 -0.0086
 19 43 -0.0036  0.0233 -0.0069  0.0625 -0.0058 -0.0329 -0.0172 -0.0032
 19 44 -0.0029  0.0232 -0.0078  0.0643 -0.0057 -0.0301 -0.0175  0.0022
 19 45 -0.0011  0.0225 -0.0061  0.0642 -0.0038 -0.0265 -0.0192  0.0077
 19 46  0.0008  0.0208 -0.0057  0.0613 -0.0027 -0.0220 -0.0202  0.0131
 19 47  0.0034  0.0180 -0.0050  0.0556 -0.0015 -0.0173 -0.0223  0.0178
 19 48  0.0056  0.0143 -0.0039  0.0481  0.0002 -0.0134 -0.0234  0.0213
 19 49  0.0068  0.0103 -0.0024  0.0403  0.0022 -0.0107 -0.0246  0.0239
 20  1 -0.0007 -0.0023  0.0013  0.0034  0.0033  0.0010  0.0048  0.0026
 20  2 -0.0010 -0.0016  0.0028  0.0022  0.0047  0.0009  0.0056  0.0012
 20  3 -0.0015 -0.0005  0.0032  0.0001  0.0042  0.0009  0.0054 -0.0007
 20  4 -0.0010  0.0008  0.0039 -0.0023  0.0030  0.0012  0.0053 -0.0023
 20  5 -0.0012  0.0018  0.0028 -0.0044  0.0036  0.0020  0.0034 -0.0032
 20  6 -0.0011  0.0026  0.0009 -0.0056  0.0035  0.0027  0.0024 -0.0032
 20  7 -0.0015  0.0030  0.0029 -0.0061  0.0032  0.0032  0.0032 -0.0028
 20  8 -0.0012  0.0028  0.0053 -0.0060  0.0040  0.0030  0.0035 -0.0024
 20  9 -0.0014  0.0020  0.0054 -0.0056  0.0039  0.0020  0.0023 -0.0022
 20 10 -0.0007  0.0010  0.0052 -0.0050  0.0043  0.0006  0.0031 -0.0021
 20 11 -0.0006  0.0001  0.0055 -0.0041  0.0036 -0.0010  0.0032 -0.0021
 20 12 -0.0009 -0.0001  0.0065 -0.0032  0.0037 -0.0024  0.0036 -0.0021
 20 13 -0.0011  0.0006  0.0076 -0.0025  0.0042 -0.0033  0.0025 -0.0025
 20 14 -0.0008  0.0018  0.0053 -0.0021  0.0024 -0.0038  0.0006 -0.0032
 20 15  0.0007  0.0032  0.0043 -0.0017  0.0024 -0.0037 -0.0012 -0.0035
 20 16  0.0027  0.0043  0.0043 -0.0010  0.0041 -0.0030 -0.0006 -0.0031
 20 17  0.0030  0.0048  0.0033 -0.0001  0.0056 -0.0019 -0.0014 -0.0022
 20 18  0.0028  0.0048  0.0037  0.0005  0.0063 -0.0008 -0.0015 -0.0013
 20 19  0.0016  0.0046  0.0036  0.0005  0.0053 -0.0001 -0.0014 -0.0010
 20 20  0.0007  0.0043  0.0030  0.0000  0.0037  0.0001 -0.0001 -0.0012
 20 21  0.0003  0.0041  0.0027 -0.0003  0.0031  0.0001 -0.0008 -0.0015
 20 22 -0.0006  0.0039  0.0019  0.0001  0.0039  0.0003 -0.0014 -0.0016
 20 23  0.0001  0.0039  0.0012  0.0011  0.0041  0.0009 -0.0009 -0.0017
 20 24 -0.0010  0.0043  0.0005  0.0019  0.0038  0.0013 -0.0002 -0.0019
 20 25 -0.0009  0.0049  0.0005  0.0015  0.0023  0.0010 -0.0002 -0.0019
 20 26 -0.0004  0.0050 -0.0005  0.0002 -0.0004 -0.0002  0.0010 -0.0015
 20 27 -0.0001  0.0045 -0.0005 -0.0011 -0.0015 -0.0021  0.0019 -0.0006
 20 28  0.0007  0.0035 -0.0006 -0.0011 -0.0031 -0.0038  0.0030  0.0000
 20 29  0.0011  0.0025 -0.0010  0.0008 -0.0043 -0.0050  0.0039 -0.0001
 20 30  0.0010  0.0022 -0.0015  0.0039 -0.0048 -0.0059  0.0045 -0.0008
 20 31 -0.0002  0.0025 -0.0013  0.0070 -0.0064 -0.0069  0.0058 -0.0020
 20 32 -0.0003  0.0031 -0.0031  0.0096 -0.0048 -0.0083  0.0084 -0.0038
 20 33 -0.0007  0.0040 -0.0043  0.0120 -0.0029 -0.0097  0.0068 -0.0066
 20 34 -0.0014  0.0051 -0.0058  0.0150 -0.0006 -0.0110  0.0055 -0.0109
 20 35 -0.0011  0.0066 -0.0068  0.0189  0.0006 -0.0122  0.0061 -0.0161
 20 36 -0.0013  0.0083 -0.0088  0.0229  0.0047 -0.0137  0.0073 -0.0211
 20 37 -0.0013  0.0096 -0.0083  0.0260  0.0057 -0.0153  0.0059 -0.0249
 20 38 -0.0027  0.0104 -0.0095  0.0277  0.0062 -0.0168  0.0040 -0.0271
 20 39 -0.0031  0.0106 -0.0107  0.0287  0.0072 -0.0178  0.0018 -0.0278
 20 40 -0.0026  0.0106 -0.0106  0.0301  0.0073 -0.0182 -0.0013 -0.0274
 20 41 -0.0019  0.0110 -0.0098  0.0328  0.0057 -0.0181 -0.0030 -0.0264
 20 42 -0.0032  0.0120 -0.0097  0.0368  0.0031 -0.0176 -0.0035 -0.0249
 20 43 -0.0039  0.0135 -0.0099  0.0417  0.0027 -0.0169 -0.0047 -0.0232
 20 44 -0.0036  0.0150 -0.0118  0.0465  0.0009 -0.0157 -0.0068 -0.0212
 20 45 -0.0028  0.0163 -0.0126  0.0502 -0.0008 -0.0138 -0.0082 -0.0185
 20 46 -0.0017  0.0167 -0.0114  0.0516  0.0001 -0.0113 -0.0105 -0.0149
 20 47 -0.0001  0.0162 -0.0107  0.0502  0.0009 -0.0086 -0.0142 -0.0107
 20 48  0.0018  0.0147 -0.0103  0.0465  0.0009 -0.0065 -0.0162 -0.0063
 20 49  0.0037  0.0125 -0.0093  0.0414  0.0013 -0.0051 -0.0178 -0.0022
 21  1  0.0029 -0.0006  0.0010  0.0001 -0.0006  0.0008  0.0017 -0.0011
 21  2  0.0019 -0.0002  0.0017 -0.0011  0.0007  0.0007  0.0026 -0.0019
 21  3  0.0014  0.0008  0.0015 -0.0025  0.0015  0.0008  0.0022 -0.0031
 21  4  0.0002  0.0017 -0.0004 -0.0036  0.0011  0.0012  0.0012 -0.0041
 21  5 -0.0004  0.0024 -0.0006 -0.0042  0.0017  0.0018  0.0006 -0.0049
 21  6 -0.0005  0.0027  0.0000 -0.0041  0.0026  0.0021  0.0010 -0.0052
 21  7 -0.0014  0.0026  0.0008 -0.0037  0.0029  0.0018  0.0022 -0.0054
 21  8 -0.0025  0.0024  0.0022 -0.0033  0.0030  0.0009  0.0021 -0.0055
 21  9 -0.0015  0.0020  0.0027 -0.0031  0.0029 -0.0001  0.0017 -0.0053
 21 10 -0.0003  0.0014  0.0043 -0.0029  0.0016 -0.0008  0.0010 -0.0048
 21 11 -0.0006  0.0008  0.0049 -0.0025  0.0010 -0.0011  0.0025 -0.0040
 21 12 -0.0009  0.0007  0.0061 -0.0019  0.0014 -0.0011  0.0028 -0.0033
 21 13 -0.0012  0.0013  0.0064 -0.0015  0.0021 -0.0012  0.0027 -0.0030
 21 14 -0.0006  0.0024  0.0057 -0.0014  0.0022 -0.0016  0.0017 -0.0031
 21 15  0.0016  0.0036  0.0048 -0.0016  0.0021 -0.0020  0.0009 -0.0033
 21 16  0.0027  0.0042  0.0030 -0.0019  0.0019 -0.0021  0.0007 -0.0032
 21 17  0.0023  0.0039  0.0017 -0.0020  0.0033 -0.0014  0.0002 -0.0029
 21 18  0.0014  0.0033  0.0027 -0.0020  0.0048 -0.0004 -0.0008 -0.0028
 21 19  0.0009  0.0028  0.0025 -0.0020  0.0039  0.0005 -0.0030 -0.0031
 21 20  0.0012  0.0028  0.0027 -0.0019  0.0053  0.0008 -0.0027 -0.0036
 21 21  0.0006  0.0033  0.0023 -0.0018  0.0056  0.0008 -0.0021 -0.0038
 21 22  0.0001  0.0038  0.0010 -0.0016  0.0039  0.0009 -0.0015 -0.0035
 21 23 -0.0007  0.0040  0.0000 -0.0013  0.0030  0.0013  0.0003 -0.0029
 21 24 -0.0005  0.0042 -0.0014 -0.0013  0.0018  0.0018 -0.0007 -0.0026
 21 25  0.0008  0.0043 -0.0017 -0.0016  0.0010  0.0019 -0.0001 -0.0026
 21 26 -0.0008  0.0045 -0.0011 -0.0022 -0.0012  0.0011  0.0019 -0.0029
 21 27 -0.0008  0.0044 -0.0008 -0.0026 -0.0024 -0.0001  0.0023 -0.0031
 21 28 -0.0004  0.0040 -0.0001 -0.0022 -0.0039 -0.0012  0.0018 -0.0031
 21 29  0.0005  0.0036 -0.0005 -0.0010 -0.0068 -0.0018  0.0008 -0.0029
 21 30  0.0004  0.0033  0.0000  0.0007 -0.0051 -0.0020  0.0012 -0.0028
 21 31  0.0013  0.0034  0.0005  0.0026 -0.0049 -0.0021  0.0025 -0.0033
 21 32  0.0010  0.0037 -0.0001  0.0044 -0.0058 -0.0024  0.0034 -0.0049
 21 33  0.0004  0.0042 -0.0013  0.0062 -0.0039 -0.0026  0.0042 -0.0077
 21 34 -0.0001  0.0046  0.0004  0.0085 -0.0037 -0.0024  0.0053 -0.0116
 21 35 -0.0006  0.0049 -0.0010  0.0112 -0.0010 -0.0020  0.0043 -0.0157
 21 36  0.0002  0.0049 -0.0019  0.0140  0.0023 -0.0018  0.0034 -0.0194
 21 37 -0.0007  0.0047 -0.0028  0.0160  0.0036 -0.0020  0.0040 -0.0224
 21 38 -0.0013  0.0044 -0.0034  0.0171  0.0053 -0.0026  0.0047 -0.0250
 21 39 -0.0014  0.0041 -0.0042  0.0175  0.0068 -0.0031  0.0037 -0.0274
 21 40 -0.0014  0.0041 -0.0057  0.0180  0.0082 -0.0033  0.0027 -0.0292
 21 41 -0.0022  0.0044 -0.0076  0.0191  0.0078 -0.0030  0.0014 -0.0304
 21 42 -0.0025  0.0052 -0.0067  0.0209  0.0067 -0.0025  0.0015 -0.0308
 21 43 -0.0025  0.0062 -0.0079  0.0235  0.0048 -0.0020  0.0016 -0.0306
 21 44 -0.0024  0.0075 -0.0093  0.0265  0.0040 -0.0014  0.0009 -0.0301
 21 45 -0.0022  0.0089 -0.0113  0.0295  0.0029 -0.0006  0.0007 -0.0292
 21 46 -0.0014  0.0103 -0.0118  0.0319  0.0022  0.0003  0.0002 -0.0277
 21 47 -0.0014  0.0114 -0.0112  0.0331  0.0019  0.0012 -0.0039 -0.0252
 21 48 -0.0008  0.0118 -0.0113  0.0327  0.0024  0.0017 -0.0065 -0.0220
 21 49  0.0006  0.0116 -0.0115  0.0310  0.0023  0.0019 -0.0079 -0.0186
